# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 209         4.518       52.465      0.00        IJmond      
# 210         4.430       52.171      -0.20       Valkenburg Zh
# 215         4.437       52.141      -1.10       Voorschoten 
# 225         4.555       52.463      4.40        IJmuiden    
# 235         4.781       52.928      1.20        De Kooy     
# 240         4.790       52.318      -3.30       Schiphol    
# 242         4.921       53.241      10.80       Vlieland    
# 248         5.174       52.634      0.80        Wijdenes    
# 249         4.979       52.644      -2.40       Berkhout    
# 251         5.346       53.392      0.70        Hoorn Terschelling
# 257         4.603       52.506      8.50        Wijk aan Zee
# 258         5.401       52.649      7.30        Houtribdijk 
# 260         5.180       52.100      1.90        De Bilt     
# 265         5.274       52.130      13.90       Soesterberg 
# 267         5.384       52.898      -1.30       Stavoren    
# 269         5.520       52.458      -3.70       Lelystad    
# 270         5.752       53.224      1.20        Leeuwarden  
# 273         5.888       52.703      -3.30       Marknesse   
# 275         5.873       52.056      48.20       Deelen      
# 277         6.200       53.413      2.90        Lauwersoog  
# 278         6.259       52.435      3.60        Heino       
# 279         6.574       52.750      15.80       Hoogeveen   
# 280         6.585       53.125      5.20        Eelde       
# 283         6.657       52.069      29.10       Hupsel      
# 285         6.399       53.575      0.00        Huibertgat  
# 286         7.150       53.196      -0.20       Nieuw Beerta
# 290         6.891       52.274      34.80       Twenthe     
# 308         3.379       51.381      0.00        Cadzand     
# 310         3.596       51.442      8.00        Vlissingen  
# 311         3.672       51.379      0.00        Hoofdplaat  
# 312         3.622       51.768      0.00        Oosterschelde
# 313         3.242       51.505      0.00        Vlakte van De Raan
# 315         3.998       51.447      0.00        Hansweert   
# 316         3.694       51.657      0.00        Schaar      
# 319         3.861       51.226      1.70        Westdorpe   
# 323         3.884       51.527      1.40        Wilhelminadorp
# 324         4.006       51.596      0.00        Stavenisse  
# 330         4.122       51.992      11.90       Hoek van Holland
# 331         4.193       51.480      0.00        Tholen      
# 340         4.342       51.449      19.20       Woensdrecht 
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# 344         4.447       51.962      -4.30       Rotterdam   
# 348         4.926       51.970      -0.70       Cabauw Mast 
# 350         4.936       51.566      14.90       Gilze-Rijen 
# 356         5.146       51.859      0.70        Herwijnen   
# 370         5.377       51.451      22.60       Eindhoven   
# 375         5.707       51.659      22.00       Volkel      
# 377         5.763       51.198      30.00       Ell         
# 380         5.762       50.906      114.30      Maastricht  
# 391         6.197       51.498      19.50       Arcen       
# DDVEC     : Vectorgemiddelde windrichting in graden (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north; 90=east; 180=south; 270=west; 0=calm/variable)
# FHVEC     : Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean windspeed (in 0.1 m/s)
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# FHX       : Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
# FHXH      : Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
# FHN       : Laagste uurgemiddelde windsnelheid (in 0.1 m/s) / Minimum hourly mean windspeed (in 0.1 m/s)
# FHNH      : Uurvak waarin FHN is gemeten / Hourly division in which FHN was measured
# FXX       : Hoogste windstoot (in 0.1 m/s) / Maximum wind gust (in 0.1 m/s)
# FXXH      : Uurvak waarin FXX is gemeten / Hourly division in which FXX was measured
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TNH       : Uurvak waarin TN is gemeten / Hourly division in which TN was measured
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# TXH       : Uurvak waarin TX is gemeten / Hourly division in which TX was measured
# T10N      : Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius) / Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius)
# T10NH     : 6-uurs tijdvak waarin T10N is gemeten / 6-hourly division in which T10N was measured; 6=0-6 UT; 12=6-12 UT; 18=12-18 UT; 24=18-24 UT
# SQ        : Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour)
# SP        : Percentage van de langst mogelijke zonneschijnduur / Percentage of maximum potential sunshine duration
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2)
# DR        : Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# RHX       : Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# RHXH      : Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
# PG        : Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values
# PX        : Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Maximum hourly sea level pressure (in 0.1 hPa)
# PXH       : Uurvak waarin PX is gemeten / Hourly division in which PX was measured
# PN        : Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Minimum hourly sea level pressure (in 0.1 hPa)
# PNH       : Uurvak waarin PN is gemeten / Hourly division in which PN was measured
# VVN       : Minimum opgetreden zicht / Minimum visibility; 0: <100 m; 1:100-200 m; 2:200-300 m;...; 49:4900-5000 m; 50:5-6 km; 56:6-7 km; 57:7-8 km;...; 79:29-30 km; 80:30-35 km; 81:35-40 km;...; 89: >70 km
# VVNH      : Uurvak waarin VVN is gemeten / Hourly division in which VVN was measured
# VVX       : Maximum opgetreden zicht / Maximum visibility; 0: <100 m; 1:100-200 m; 2:200-300 m;...; 49:4900-5000 m; 50:5-6 km; 56:6-7 km; 57:7-8 km;...; 79:29-30 km; 80:30-35 km; 81:35-40 km;...; 89: >70 km)
# VVXH      : Uurvak waarin VVX is gemeten / Hourly division in which VVX was measured
# NG        : Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten; 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants; 9=sky invisible)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# UX        : Maximale relatieve vochtigheid (in procenten) / Maximum relative atmospheric humidity (in percents)
# UXH       : Uurvak waarin UX is gemeten / Hourly division in which UX was measured
# UN        : Minimale relatieve vochtigheid (in procenten) / Minimum relative atmospheric humidity (in percents)
# UNH       : Uurvak waarin UN is gemeten / Hourly division in which UN was measured
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  209,20200801,  247,   48,   54,   80,    6,   30,   16,  100,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  209,20210801,  317,   47,   54,   70,   18,   40,    5,  100,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  209,20220801,   29,   35,   48,   70,    5,   30,   19,  100,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  209,20230801,  273,  100,  103,  130,    6,   50,   22,  180,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  215,20200801,  254,   36,   39,   60,    7,   10,   20,  100,    6,  194,  136,   24,  228,    1,   98,   24,   73,   47, 1661,     ,     ,     ,     ,10144,10157,   15,10115,    2,   39,   24,   78,   17,    6,   84,   98,   23,   66,   17,   30
  215,20210801,  297,   25,   35,   60,   11,   20,    1,  100,   12,  159,  126,   22,  196,   13,   98,   24,   63,   41, 1719,   11,    9,    5,    8,10102,10132,   23,10080,    3,   50,    1,   75,   10,    7,   85,   98,    1,   74,   16,   29
  215,20220801,    3,   19,   29,   40,    7,   20,    2,   80,    8,  187,  144,   22,  231,   16,   95,   24,   86,   55, 2128,    9,   28,   15,    6,10186,10195,   12,10169,    2,   46,    5,   83,   19,    7,   74,   96,    3,   40,   16,   38
  215,20230801,  260,   66,   69,  100,   12,   30,   21,  160,   13,  174,  144,   22,  195,   13,  128,   24,   58,   37, 1713,    5,    7,    4,   12,10001,10020,   19, 9977,    2,   62,   22,   75,    6,    7,   78,   92,   22,   70,   17,   30
  225,20200801,  232,   48,   55,   80,    5,   40,    1,  110,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20210801,  304,   49,   57,   70,    1,   40,    6,   90,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20220801,   16,   35,   46,   60,    5,   30,   19,   90,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20230801,  261,  108,  111,  140,    4,   50,   22,  170,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  235,20200801,  244,   35,   43,   60,    7,   20,    3,  100,    8,  193,  153,   24,  224,    1,  139,   24,   88,   56, 1820,    4,    4,    4,    5,10135,10150,   14,10108,    2,   58,   21,   80,    2,    6,   82,   96,   24,   68,   16,   33
  235,20210801,  307,   33,   35,   50,   11,   10,    1,  100,   16,  164,  148,   21,  182,   10,  137,   24,   63,   40, 1567,    0,   -1,   -1,    1,10095,10123,   23,10070,    4,   65,    1,   80,   11,    7,   78,   92,    2,   65,   18,   27
  235,20220801,   50,   22,   33,   40,    3,   20,   18,   70,    3,  176,  153,   24,  198,   15,  135,   24,  128,   82, 2579,    0,   -1,   -1,    1,10187,10199,   13,10163,    1,   64,    2,   83,   19,    7,   70,   93,    1,   55,   13,   45
  235,20230801,  268,   74,   77,  100,    7,   20,   24,  150,    7,  164,  145,    5,  184,   11,  139,    6,   55,   35, 1402,   65,  187,   63,    7, 9983,10007,   20, 9958,    6,   50,    6,   75,   11,    8,   85,   93,    6,   79,   16,   24
  240,20200801,  256,   37,   44,   60,    6,   20,   21,   90,    6,  204,  146,   24,  236,    1,  128,   24,   65,   42, 1586,    4,    3,    3,    1,10140,10153,   13,10110,    2,   65,   24,   80,   16,    6,   77,   91,   24,   67,   16,   29
  240,20210801,  281,   29,   39,   60,   12,   10,   24,  100,   12,  158,  109,   23,  196,   15,   74,   24,   39,   25, 1283,   17,   28,   13,   10,10098,10128,   23,10076,    3,   56,    5,   80,   17,    6,   85,   96,    5,   68,   17,   22
  240,20220801,   23,   19,   28,   40,    6,   20,    2,   80,    7,  186,  148,   21,  225,   17,  116,   24,   94,   60, 2073,    3,    1,    1,    1,10185,10196,   13,10166,    1,   63,    3,   82,   13,    7,   72,   97,    1,   47,   16,   37
  240,20230801,  257,   68,   72,  110,   10,   40,   21,  160,   14,  175,  157,   23,  201,   13,  149,   24,   46,   30, 1488,   14,   38,   15,   16, 9995,10017,   20, 9971,    3,   64,   23,   80,   12,    8,   79,   92,   23,   65,   12,   26
  242,20200801,  234,   47,   63,   80,    7,   40,    4,  100,    6,  196,  171,   21,  217,   10,  163,   24,     ,     ,     ,     ,     ,     ,     ,10132,10148,   15,10108,    5,   60,    6,   75,    2,    6,   81,   90,   23,   75,   15,     
  242,20210801,  317,   57,   58,   80,   19,   20,    4,  110,    5,  162,  147,    6,  185,   12,  147,    6,     ,     ,     ,     ,     ,     ,     ,10093,10119,   23,10070,    3,   50,    5,   71,    9,    7,   79,   96,    5,   66,   17,     
  242,20220801,   27,   31,   49,   80,    1,   20,   14,  100,    1,  173,  139,   20,  196,   12,  112,   24,     ,     ,     ,     ,     ,     ,     ,10188,10201,   13,10163,    1,   60,    1,   81,   17,    6,   71,   94,    1,   55,   15,     
  242,20230801,  270,  104,  106,  130,   16,   40,   24,  180,   17,  167,  147,    5,  194,   12,  145,    6,     ,     ,     ,     ,     ,     ,     , 9977,10003,   21, 9950,    6,   57,   13,   72,   15,    7,   85,   94,   19,   73,   15,     
  248,20200801,  241,   26,   30,   40,    4,   10,   20,   90,    9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  248,20210801,  289,   29,   35,   50,   12,   10,   21,   90,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  248,20220801,    9,   24,   33,   50,    9,   20,    2,   80,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  248,20230801,  262,   53,   55,   80,    9,   30,    3,  140,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  249,20200801,  252,   30,   37,   50,    6,   20,    3,   90,    7,  198,  147,   24,  232,    9,  119,   24,   71,   45, 1665,    5,    7,    5,    2,     ,     ,     ,     ,     ,   60,   23,   80,   17,     ,   84,   97,   23,   69,   17,   30
  249,20210801,  294,   26,   34,   50,   12,   20,    1,   90,   17,  157,  103,   24,  195,   11,   91,   24,   36,   23, 1356,   10,   41,   40,    9,     ,     ,     ,     ,     ,   56,    3,   75,   11,     ,   86,   97,    4,   71,   16,   23
  249,20220801,   26,   24,   30,   50,    8,   20,    1,   80,    5,  174,  115,   22,  212,   15,   87,   24,   93,   60, 2158,    3,    4,    3,    3,     ,     ,     ,     ,     ,   36,    2,   83,   16,     ,   77,   97,    1,   47,   15,   37
  249,20230801,  263,   57,   60,  100,   11,   20,   22,  150,   13,  165,  138,    4,  193,   12,  136,    6,   51,   33, 1572,   36,  166,   68,    4,     ,     ,     ,     ,     ,   35,    9,   75,   11,     ,   86,   97,    4,   72,   12,   27
  251,20200801,  249,   32,   51,   80,    8,   10,   24,  130,   10,  190,  129,   24,  223,   14,   99,   24,   82,   52, 1985,    0,   -1,   -1,    1,10131,10146,   15,10109,    7,   18,   24,   75,    3,     ,   84,   98,   24,   72,   17,   36
  251,20210801,  305,   42,   43,   60,   13,   10,    4,  110,   18,  160,  142,    4,  184,   15,  139,   24,   60,   38, 1778,   12,   11,    9,    3,10090,10115,   23,10069,    3,   61,    4,   80,   15,     ,   81,   97,    4,   66,   16,   30
